customer_unique_id,first_order_id,second_order_id,days_between_orders
4facc2e6fbc2bffab2fea92d2b4aa7e4,b9b426ab253dc328825da35f1bad83f9,77d6b708885d2096c60a2c70d6339b47,396.456655
2b5ffb4c42d26e466ad575ecce365aa2,8ac915a1f508baa87e8fc8d596aa6fc1,9eefad52e5b37dc3e94fc823d63057b5,395.708137
e43c9920240823d6c97bedc723c25281,080a96bd106fabe8c9a74df5cb5d8d26,8e7c4bc6f83390fd197e3494442f1925,394.951435
8fdb30046559b506b2ea1588cdfded0d,70e6517f1dbbc45684b77b43123539be,d3dd51abe467d226f8be61f48388eba2,394.507755
3e6658866cc636c1762c080ed56f44e6,9edcbab43a1784c6aa3737a7f2fb5dde,94fcdee942970d335d394f37a3b23ada,393.157477
5e0aa142dc4760e62a74c1830cbf91b1,abfb34ed11820c7247adfb30fe5bb7ae,394961b2b483cbcfbe249c1634babac5,391.766435
282d49fddab8e95a8673a2a90072cf5c,2189323f24aabddc8f324451eb75419b,6d2a7ba931fe7a8117fc382e5946832d,390.219850
3fe3e628c6c7a15ae96416826a4c5952,02a059e99249511338c51476bf3d942e,a733dd756bea706319508beaf3873a3c,389.900856
9202421110f6a19ddcf0b9b93602a0a1,0b65284a1a74114ea029b7676fdc1ba3,49e19ca07e42bde08630a08e50ad980e,387.551065
baad97a77fafd04f72a7f874dd67b37e,d3f58dcb7705f30c2257940517740287,90707a3b41e1c6cde0740f9754490e92,384.669086
f0ac405c280fab1d087b8982e7801b54,7599f0394aa4e7aea57ca87897378014,50bfdb0627807130b8f989106c985a75,382.846910
35b45b906d1450b3540dc96692f58583,6ee93b768b2ece278852a25fecf3eb03,277f0bb8cf28ee39feee7825b5578c34,382.774583
f019bdb8008924769fe88319cddedda9,edefc0fa09c98cc491e9d2cf95ee4a5f,b345a3528956237e1d8907b94d5e5829,380.668299
9565b6eb599caea334238cf517c2408b,e19e0055828458457bb47794c262b00e,c4cffa375b754170e9823a1fe9ac75bb,379.323970
1f2c5059dad2c277b3b338163b49ca73,6199bf17a85a73b61d5e43a596b95b5b,26227999b191329fe62cd797aede5270,379.267685
72421b30e46c895e99e8560a48a33fb6,f1d6d7277ac0980ac1b522e9502d87c9,c19e5e606043fc8b33023f0b377e2e55,379.219954
69e4074cb5368c1539397e4ea570757a,9abb2627b40ff1591e62553894e6b312,fa4e26319fe4d40dc11cb63c53be6355,376.219954
60e6fe581610db699ac03fec61f4d53f,1bf6db71e147c950fe9925e0be89ec4b,3120b7403aff618e67e9457cd794c0ad,376.056956
f3d7cb12e7dc54a424d935aae4426461,af006979017f225d80e49985aed847b3,bc29c5fce9c271807967f2fe4cf289e5,373.890127
9c540c186d344c460d85726b531b287b,e6802927f05b68de2a6b3c2079fcd830,ab010289ce552581dd007c7276d4e276,373.563866
549a24530925587e2faddb35f667e458,517ff48f259d8b8c702398a25cbd5450,ab208b143122e9e71bd46dbe322baf85,370.383889
d05fdf65460ea1bf8735cd5843c3d97d,618638a7bdca22bf57e7404dacd947e0,364f6a92b4afc67ac3104f92bec22ba8,368.658854
efd22f5f8fc7e5035a4f48bd92c0c69c,5f5b21953fb3ca7d0ecdb72d5625d59b,88f429aa6b53507756ba75c293cc4040,366.850336
96701d73665eab8fc6fecb9863266efe,d367a93b215e8828942054fc3799c834,1e2086f9f7f6c651d94e82b37518bd11,366.157396
4cfa5155cf7cff8eb15e0b12041d058e,5fba7c57daf631028d2a584c52799e24,73efca6402c1b6108195348448d76147,364.975683
aa591348866497ba6bf83de62e4f8813,32f7f9fd01c6b5592202b48442caa441,2f051c48f79c5d8bd789e2f51f24700e,363.047037
3ff874206f1d7d1e3ffe12bc9c88c27c,3dc6e749cfbbd0cdcd680baabc83d5eb,4518ab57ad7e9009e40b69c17bc005b4,361.203461
5faabfe6772088c4d906b63fa81ac63d,7652086d66b18b3e2f19c1a28d6cc670,c65c62970b6f828387d4db9a25361d96,360.252106
32ea3bdedab835c3aa6cb68ce66565ef,3b697a20d9e427646d92567910af6d57,30ae6774935cd2a70fa74306f407495b,358.941192
b4be8ffe5a39196f0098f30316f7d7a1,0e7ce85328efacb39ce2cb345850b969,7ae97f48d1e1624e8baae4a3faee4837,358.462338
77e223f4a031fdeb1650e797bf4c692a,c91bb9b296c26b316c8acead6501905a,14a51ed90079fbc00365d6848d837ff3,357.768495
0bbb42a9ca8179ccfce14a11d2afe6de,9fde8604e48e3fb51e7768a2c218b76c,b2673ed6360dc341a4728dbd632f935b,357.039271
69aab61687fa416ef601af332bd0ff0d,6bc6b07e448bae52d248c4df401d6157,7f63d30a32c2ef0e63febfbc91b9a132,356.134363
3c5e1130694632f44051b23fd86ad9e2,cceecfd4fd8a5cdfc10a03fb86e1d5b9,a9f2b777e3bef22265789c831c1bec2e,353.876354
954456f376f79dfa36460750500f7dc6,65f6a8dfb1cacec52fa3c48df189b80d,5b4251adca774e23a1d0d74ae856a44c,353.835556
1ba713c8258f756279a049018ce01177,eb17935134e6fdd210b40a3d4f8235b2,20ff9b4b339b20ef47cfcda736a17a52,353.461042
4577881f7a6c10d8eb6bd7f7a82ffa86,b26a79020606ef73722d450c8458f9c0,186a0845cd1b679057c8b0ea86931e2f,351.025625
139093b1c6e7e3108ac0469ce43bfb99,0b127810f86631fa896fd74a421045f8,7f8d9a73c2b510f9627ac02f1a79c789,350.637986
2d5e5796e7901464c00407e69739c6db,9b53b66ca7d27b4c0ccf5ba89af00bd0,06cd9d207dfbdde70cff4074b5b3dfaf,350.291435
efb164704e9f4fc3867f6f59f5f6dbd6,f6de04d6952711ce456cf1a8d553d313,6a978028a892efba783a6f3be848c512,349.281817
345759b8cb3d30586551de1ca6905df0,453d23c01dc7a572130a7bd307202429,45acb6840b062e10dd63454b19ce5212,348.152836
0942eedfe0e865b2a80419a14672286f,2b2b7a9693cc4ebba06693c88e6989d4,a48276e53f3d5d19890051a4f166a71a,347.627477
82809cee3c35eb89b4dd4d2d1a22eedf,f21167a5141522821d54a766a2a54ce4,c46172d2acb91b47e43297edd9d8b3ed,347.390069
7599dea7f7520c8c37351721ad6870de,bc08ece5b2bd05996f24170097997d00,56ba89857b4e6eb192108f310a81163b,347.103056
8f6ce2295bdbec03cd50e34b4bd7ba0a,849eace12a4c38cc5d4647af9f942eff,ab64dd52ffac216882def99c2768daec,346.895613
9194f9aedc33b4f984bcdcc7da7461f4,19e4266dc016719bc96212fff65532d2,6cd3f2ca1a0a50c0500752842d4dd018,346.120729
20ae758fb6688386d9d1540f63d380e0,ad4e4232930ccc325c9ff5017caf7486,05547569f5543318997d30464eeb74e7,345.000093
0a5fab743da859b3f10a409bbb132a5a,dee008fbad3f3868874dd10ab5977b88,73628c6d02ed8f6134d9752cd7b83c2a,344.617188
ada6236b6bba2b0c3588aea846e43afb,a3680a328f9d1e30589963d953d29d61,80bef000a2d88b3b23fab45c546c67ff,343.473681
976a39626eb2337ee3258d4ad73f1543,765e82006189100419015233bf26be8a,b785c9a36593879a9109ad7539f2467c,342.997106
10b58cbd6607267fd41812614367439e,f85e82f7a3b6d26dc7d16b7c2c39b31a,8a089e8bded26bb207aa04ad5791f91d,342.979375
c644c379a96ef9468f073699ae37a84b,e8ad0b1713c8caae74f6da945c60d9e8,3018245b4917c2d6e6ad5deb7a5cc600,342.877072
719f18245d86356b20dbfc6ebff6498d,7575f0c5a89cdb0c577224d9efde0266,9ce8edfd64ca03e850463ed0b3d73de0,342.193912
c17526359e1068290ebf7dd22a856de7,bb0607616e290609d11b67e040b59c79,166e0843a2272293d75ba8d81804de6a,342.000764
98d9a0f7e940e0750fbf72f9aaab1210,2ff94b5adbd4735e19153ea5bcaf8ebe,51e165f36c599cd6ae24f289356abcf2,341.617593
77784ec016bfbcc51d2394d1632f0d3d,467e12527db98ba8ff31b60f0a2cddfd,c7dc7be67e857a6c64557d42383dec8c,341.351227
c0842fc6a034863db2d8479df8435492,b0e9f35ef740c711cb29c8d779388062,b05a481ceefdd66e3102bcb9549ad2de,340.742431
b643c19d91a65d73f94ba8e037668986,21862ad09cda6a079859cb1fb77d5da2,5c6c22a0e96822517dd3c5ee6cd1fbcf,340.187836
495fe7ae31686381c8145b2936e761dc,59d02be1c50fb6e6930cafd6ff6a31e5,dba5951df5e24339650c2552a565ad2c,340.173356
31d332d20895c5c0baefe55207a0fead,22f469f96aaa1fdd00d0ac66369a950f,4e285df63acf5fe19cbb76253626fe8d,339.134306
820e78bf5449cb1bafbc56095ceb77a7,9cb1a5b9af2fa27ca6a510f64245f869,34a114524c5f794047b202c0c85f3a17,338.051146
a783997c6d6e57782d4d2dcbc5c9edaf,a3a7ac8f07fa7b6b6d24e489a43b479d,3ba0099be6c2011cb3eb986b4e0a8efa,337.778252
12d8b5ed661190a3a08183644dfc504d,3cab5c70f370e7fa810658c551f8e2ce,7c952ad04bbf75547b59e530fa2a30d3,337.180231
57c6a5ac88fde55944675cc79c4d5db7,661c0c83032f531b95828bf7a106354e,ea698ec8b5263e156c2f1ce2e36823c8,337.093171
989aabc133cd6097fb2fc9c4a919af4b,dc549de29b05dad7e04a830974bd9278,e9b0fa065e571c5a22a09c8d3b7e8fe5,337.000231
580561d937f063a0c4ffe1e4832df2f5,4e1d5bf07ad851a6470d6b28cfd1f1e6,31a5a68f9d077c999f8b5b3dc297989c,336.809479
0c8286526be3a0fc8f50b7267db95035,79a9149e58ce62bd439a996268d1c8f1,d2d9d607f76c92a3c0c85626e59b04ad,335.996400
c658495c41a24ef33a852db6840738a1,fc0973ba8c96e67e0cfb458c1bac3a6a,767f23439c8a87792b7b5b43fc057411,335.186053
374fcbbfcf189ae177b2f955f9e74b3d,6b1d0be1d67ed935bcaab8aa908f2b3e,a862fe780f3ed3292f7835882aad00b3,334.214896
a8333c0243253bb6d89193af79807384,2592a2d249009fdfd066161c0c2a726c,b09b98cd6505e67b66c88ba47a602531,333.967245
878d1683076172a5b7ffc7126ba99acd,afd71840756746edd2c71bd69b2e904e,cfa24f77a1afcf0827e88b162f7cf0b2,333.792778
71bd6ff3f70090f785e26643f22c6484,37a17c5250faaeed1cd077f903e08994,079b09f210081037c1f444e2eaca1e38,332.781400
580e86cc6d0c8eafede3d6f2fa4bf9ab,56e857607d894b7e1d6bfca0b5ebb9e8,be3516cfd69d1605c44c886aed8e553d,331.240405
8f4968221af78d6f248322ad465279fc,2ec97dfd085ac4fe7b1fa12819d9a36c,0963806fc66877ce2fbc42be9a91f3f1,331.035486
6428403ac3b03984c38fd083fa1647b0,04eb8bac62618bbc56c582cd49493669,6498d67586b0908cad595ae0c3638205,330.962546
c76dbe63126a89c815fe9716acfdb4a1,5cfaa2e60887ab4aed7d4e637efe2156,d7c9e609272d05de1d13cbe04eaa1a13,330.832928
012452d40dafae4df401bced74cdb490,ce2b4f2836d78829e4796213d536101e,e49d0607832db7c3b1343764225d8df6,329.559757
d83257348027bd8c59a228cc034de5e3,82d1cc65b6ffc4c9eec8803be7132040,9433f58821239b782c8861534af7e5bd,328.937940
82532fe90a30190fdc4622143d41dc15,40b6f922d06bf5d0ccd2dfc2df2b6a50,3b070195d0d1272935abef5e1dcf0c9e,328.884317
7cbf84875196ee1d04dc880ebbfaa7ef,a947b36a514277825c11ad6c9bdf4b47,7c6a400b3bbaff6cff070e8c6cdd17aa,328.650243
124ef8d5acc80858c69d34e3e08b572d,91f1ac61a8e729f0c88109ea99fef51d,05426618bfbb87e04fdd3a60a5bfef38,328.138750
1a281fe9f53ee457dacd2c9e8ccf861f,4aa4117ef80bbe1e9457269d73a68580,d06755faae98d8d12f395a11570f10ec,326.575093
d27295915d486516b99c3aed8628e83b,698c554458e6b44e6f2f1450583c2547,09bfed54145e573d48e1685dcf11fb6c,325.722928
f733f4254cce4a375a82258c272d1549,13293961429976917597dafca90e49d3,2eb63f75718e0a133e1a6c7d14375025,324.758067
525e9dbf2f675f893b9f695d5ecefb31,a7dde6878527f0d1731d370978ba2849,3f04e710beea0fa7c09842c227f005ad,324.356192
929f67fce8f269879084f50385a16354,b9d7ab4768e51e8cef0b77f21a40b444,6bcee650c0948a4d061fbac64d157ba5,324.084306
9b7fcde05dd369caf4dea1f04ed39fcc,8af74b9528c1d75ba1b3e3dd0af6e9c0,ad005b5bdc8ec1f3085f0967211207d1,324.061782
574e36a816bf7a295404e686062fc0de,325c8590cc232d3faa8e49c293e7ea2c,25c0762610a416a21571e4ab3cf179b8,324.046782
91d0504cf52d3f76b154c42d78979f39,b0b3dc7e3c7cdba072b4e086dc5c3cec,640cd45f7639ea623c321536c40314d6,323.686042
cb4253d36367737b6baa4f8ca58fac62,5784dd3f2dfc12119aa244a42ed18b9c,0635e2196d30b3003d5381ca15cb3d87,323.569167
fe3e52de024b82706717c38c8e183084,3be2b1040cee4f1c19a48c57ca3d2640,54ba74414bed49a8b13864b3e8666f57,321.964456
3b80d2592c113d689c05232eb90db0ff,1e90a410c4be85320d64e5a0cbed9291,14cfc006132ad861a3d1b6c7bb9fd8a6,320.663669
556ffcdd6185be1c44ea83be3b1b5f86,95b898c9e7cf03e527bd45abe58a4d55,bce6cf2e08df303c7ad2f89e5a62083e,320.229618
4f477c554c5bd165f95d62b409ac6425,344b189b705831ff56d313993ebdd789,43dbc670fce72c601cf0064c216cbf02,317.952951
7993617f039446d209d529ac9cc03f1c,6af34422605e4c1a3e73fe06c5deef22,2417db4d82cff6b4bc6ad4da31cbb102,315.594606
dd47740f3c285d15d8c9c72fc204e78a,8f50ea351cdf971144474e5a4aef9dd4,dfeb385531b47a17e24ab43992ebf15e,315.123484
6bb0bebc0758e1a834cb5bf96b6d8feb,3c276467cadfbfe2f055dbcc62e32b2d,4978579248016c3a09d6dc043bbc4ae0,312.394190
803b4fc75d3fe8c5dbed83f50b3fbd8c,ca67ed4e41d10ddfede1632c9ccc1c8b,aab255ef2ea7066420316c7ae7094fe2,312.164294
952bdd2866ddfc528203799b6b7a24e1,5433a0ef395e151f154279cd3fcde661,d6573c37b3389e591e6b1a8e286eac99,312.002153
ed4c785e11a78a73c48fa3af98008292,b8fd80779b8e6a73a172dc448cb0a0a8,5b9a0e4cbfc2d6a1347472c847a4a4e1,311.911806
967ee07cb69460a7e1d42c7747142572,7b4fb0197b18a0fd0e75f9e44b3fc757,2db27b143f985b40640f72cb16a95f29,311.747500
e1b59a2032b34097d0c1c8d320f40832,bfbf87cc2829df6adac299ab0cc012bc,0e6cacd64f68d4bc8b0cd488367ac297,311.038113
816092f5825c3e2cdfdd4af546d4d04c,1f2c730715e25c512d5beee0f697bedb,2b62c1f2514954fe162667774af50ba0,310.655046
9bb5ee90bbf9e5dec4a866a9d1117328,3a1c434d917a8b25f7862cfa17972aae,9996aad294da648f199033d51534f004,310.285868
03d4953a455f8489e712ea80699de878,6c6c1cd344b7aa200899204dec8c4a19,b61519b912ded530fcb3fcc9103fcff2,309.859074
